symbol,timestamp,data_fetch_timestamp,engine_mode,latest_price,l1_state,l1_reason,tactical_state,confidence,capital_action,message,indicators_used
INDI,2026-05-15T19:57:41.988725+00:00,2026-05-15T19:57:40.493200+00:00,QUICK_CROSSOVER,4.175,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,MEDIUM,WAIT_FOR_1D_CONFIRMATION,"INDI: L1=QUICK_CROSSOVER_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Bearish pressure is confirmed on 1D and 4H, while 1H is bullish. Support profile: PPO bearish; ADX confirms bullish trend; OBV distribution; EMA200 structure supportive; high volatility risk; opened with a bearish gap. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=10.881%, slope=RISING. Extended support: PPO=BEARISH, RSI=54.6553, ADX=34.7347 BULLISH/STRONG, OBV=DISTRIBUTION, CMF=NEUTRAL, ATRP=7.7306% HIGH, 52W=MID_RANGE, Session=NORMAL -3.3565%, Gap=GAP_DOWN -3.0093%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
KOPN,2026-05-15T19:57:45.444308+00:00,2026-05-15T19:57:43.935521+00:00,QUICK_CROSSOVER,5.035,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BEAR_CROSSOVER_CONFIRMED,MEDIUM,PROTECT_CAPITAL,"KOPN: L1=QUICK_CROSSOVER_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (MEDIUM); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV accumulation; EMA200 structure supportive; high volatility risk; price sharply lower today; opened with a bearish gap. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=86.1507%, slope=RISING. Extended support: PPO=BEARISH, RSI=62.5516, ADX=69.338 BULLISH/STRONG, OBV=ACCUMULATION, CMF=NEUTRAL, ATRP=11.0042% HIGH, 52W=MID_RANGE, Session=EXTENDED_DOWN -8.7862%, Gap=GAP_DOWN -4.8913%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
MRAM,2026-05-15T19:57:48.651537+00:00,2026-05-15T19:57:47.099210+00:00,QUICK_CROSSOVER,37.665,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_PULLBACK_RISK,MEDIUM,HOLD_WITH_RISK_CONTROL,"MRAM: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; price sharply lower today; opened with a bearish gap. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=217.4465%, slope=RISING. Extended support: PPO=BULLISH, RSI=74.1274, ADX=57.4675 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=11.2171% HIGH, 52W=MID_RANGE, Session=EXTENDED_DOWN -7.2976%, Gap=GAP_DOWN -6.4731%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
LPTH,2026-05-15T19:57:51.766957+00:00,2026-05-15T19:57:50.301992+00:00,QUICK_CROSSOVER,11.525,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BEAR_CROSSOVER_CONFIRMED,MEDIUM,PROTECT_CAPITAL,"LPTH: L1=QUICK_CROSSOVER_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (MEDIUM); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; price sharply lower today; opened with a bearish gap. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=20.7545%, slope=RISING. Extended support: PPO=BEARISH, RSI=43.9464, ADX=15.3309 BEARISH/WEAK, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=11.067% HIGH, 52W=MID_RANGE, Session=EXTENDED_DOWN -5.144%, Gap=GAP_DOWN -5.5144%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
LAES,2026-05-15T19:57:54.890346+00:00,2026-05-15T19:57:53.361390+00:00,QUICK_CROSSOVER,2.875,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BEAR_CROSSOVER_CONFIRMED,MEDIUM,PROTECT_CAPITAL,"LAES: L1=QUICK_CROSSOVER_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (MEDIUM); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; OBV accumulation; EMA200 structure weak; high volatility risk; price sharply lower today; opened with a bearish gap. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-19.5866%, slope=FALLING. Extended support: PPO=BEARISH, RSI=48.8039, ADX=23.4057 BULLISH/WEAK, OBV=ACCUMULATION, CMF=NEUTRAL, ATRP=9.4201% HIGH, 52W=MID_RANGE, Session=EXTENDED_DOWN -6.9579%, Gap=GAP_DOWN -5.178%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
NVEC,2026-05-15T19:57:58.102854+00:00,2026-05-15T19:57:56.644344+00:00,QUICK_CROSSOVER,89.94,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BEAR_CROSSOVER_CONFIRMED,MEDIUM,PROTECT_CAPITAL,"NVEC: L1=QUICK_CROSSOVER_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (MEDIUM); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; ADX confirms bullish trend; OBV accumulation; CMF distribution; EMA200 structure supportive; high volatility risk; opened with a bearish gap. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=27.2254%, slope=RISING. Extended support: PPO=BEARISH, RSI=58.8105, ADX=25.8222 BULLISH/STRONG, OBV=ACCUMULATION, CMF=DISTRIBUTION, ATRP=6.9827% HIGH, 52W=MID_RANGE, Session=NORMAL -2.9355%, Gap=GAP_DOWN -3.065%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
ALMU,2026-05-15T19:58:01.223539+00:00,2026-05-15T19:57:59.711454+00:00,QUICK_CROSSOVER,24.82,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,MEDIUM,WAIT_FOR_1D_CONFIRMATION,"ALMU: L1=QUICK_CROSSOVER_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Bearish pressure is confirmed on 1D and 4H, while 1H is bullish. Support profile: PPO bearish; ADX confirms bullish trend; OBV distribution; CMF accumulation; EMA200 structure supportive; high volatility risk; price sharply lower today; opened with a bearish gap. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=49.6471%, slope=RISING. Extended support: PPO=BEARISH, RSI=54.5156, ADX=45.653 BULLISH/STRONG, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=15.5234% HIGH, 52W=MID_RANGE, Session=EXTENDED_DOWN -6.8668%, Gap=GAP_DOWN -11.4071%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
DVLT,2026-05-15T19:58:04.197132+00:00,2026-05-15T19:58:02.699206+00:00,QUICK_CROSSOVER,0.5132,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,PRE_BEAR_CROSSOVER,MEDIUM,PROTECT_CAPITAL,"DVLT: L1=QUICK_CROSSOVER_REVIEW; L2=PRE_BEAR_CROSSOVER (MEDIUM); Capital_Action=PROTECT_CAPITAL. The 1D MACD structure is still bullish, but deterioration is visible through lower timeframe or supporting indicators. Support profile: PPO bearish; RSI weak; OBV distribution; CMF distribution; EMA200 structure weak; high volatility risk; price sharply lower today; opened with a bearish gap. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-85.8852%, slope=FALLING. Extended support: PPO=BEARISH, RSI=39.2325, ADX=18.2843 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=12.2057% HIGH, 52W=MID_RANGE, Session=EXTENDED_DOWN -13.0169%, Gap=GAP_DOWN -7.5763%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
CAN,2026-05-15T19:58:07.441927+00:00,2026-05-15T19:58:05.829472+00:00,QUICK_CROSSOVER,0.4942,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BEAR_CROSSOVER_CONFIRMED,MEDIUM,PROTECT_CAPITAL,"CAN: L1=QUICK_CROSSOVER_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (MEDIUM); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; OBV distribution; EMA200 structure weak; high volatility risk; price sharply lower today; opened with a bearish gap. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-32.1587%, slope=FALLING. Extended support: PPO=BEARISH, RSI=47.3889, ADX=11.7211 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=NEUTRAL, ATRP=7.8364% HIGH, 52W=MID_RANGE, Session=EXTENDED_DOWN -6.2239%, Gap=GAP_DOWN -5.1044%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
ATOM,2026-05-15T19:58:10.757723+00:00,2026-05-15T19:58:09.231606+00:00,QUICK_CROSSOVER,8.785,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BEAR_CROSSOVER_CONFIRMED,MEDIUM,PROTECT_CAPITAL,"ATOM: L1=QUICK_CROSSOVER_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (MEDIUM); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; ADX confirms bullish trend; OBV distribution; CMF accumulation; EMA200 structure supportive; high volatility risk; price sharply lower today; opened with a bearish gap. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=81.7084%, slope=RISING. Extended support: PPO=BEARISH, RSI=56.1012, ADX=36.9405 BULLISH/STRONG, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=13.5245% HIGH, 52W=MID_RANGE, Session=EXTENDED_DOWN -8.7747%, Gap=GAP_DOWN -7.1651%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
GSIT,2026-05-15T19:58:13.885843+00:00,2026-05-15T19:58:12.401876+00:00,QUICK_CROSSOVER,9.63,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_PULLBACK_RISK,MEDIUM,HOLD_WITH_RISK_CONTROL,"GSIT: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bearish; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; price sharply lower today; opened with a bearish gap. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=48.389%, slope=RISING. Extended support: PPO=BEARISH, RSI=56.5136, ADX=42.3601 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=12.2489% HIGH, 52W=MID_RANGE, Session=EXTENDED_DOWN -11.326%, Gap=GAP_DOWN -8.7477%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
QUIK,2026-05-15T19:58:17.135583+00:00,2026-05-15T19:58:15.609487+00:00,QUICK_CROSSOVER,19.0499,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BEAR_CROSSOVER_CONFIRMED,MEDIUM,PROTECT_CAPITAL,"QUIK: L1=QUICK_CROSSOVER_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (MEDIUM); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV distribution; CMF accumulation; EMA200 structure supportive; high volatility risk; price sharply lower today; opened with a bearish gap. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=103.6837%, slope=RISING. Extended support: PPO=BEARISH, RSI=60.6293, ADX=55.8015 BULLISH/STRONG, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=9.4861% HIGH, 52W=MID_RANGE, Session=EXTENDED_DOWN -7.6145%, Gap=GAP_DOWN -4.2192%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
VLN,2026-05-15T19:58:20.234425+00:00,2026-05-15T19:58:18.805680+00:00,QUICK_CROSSOVER,3.0472,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_PULLBACK_RISK,MEDIUM,HOLD_WITH_RISK_CONTROL,"VLN: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV distribution; EMA200 structure supportive; high volatility risk; price sharply lower today; opened with a bearish gap. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=68.0591%, slope=RISING. Extended support: PPO=BULLISH, RSI=69.533, ADX=49.9296 BULLISH/STRONG, OBV=DISTRIBUTION, CMF=NEUTRAL, ATRP=9.233% HIGH, 52W=MID_RANGE, Session=EXTENDED_DOWN -9.5786%, Gap=GAP_DOWN -7.1217%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
TYGO,2026-05-15T19:58:23.307844+00:00,2026-05-15T19:58:21.836058+00:00,QUICK_CROSSOVER,3.955,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,MEDIUM,WAIT_FOR_1D_CONFIRMATION,"TYGO: L1=QUICK_CROSSOVER_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; OBV distribution; EMA200 structure supportive; high volatility risk. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=34.1044%, slope=RISING. Extended support: PPO=BEARISH, RSI=43.5433, ADX=17.6292 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=NEUTRAL, ATRP=10.8446% HIGH, 52W=MID_RANGE, Session=NORMAL -2.104%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
MX,2026-05-15T19:58:26.556569+00:00,2026-05-15T19:58:25.049113+00:00,QUICK_CROSSOVER,4.355,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_SECURED,MEDIUM,HOLD_WITH_RISK_CONTROL,"MX: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; opened with a bearish gap. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=33.6673%, slope=RISING. Extended support: PPO=BULLISH, RSI=57.4054, ADX=26.8877 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=10.1864% HIGH, 52W=MID_RANGE, Session=NORMAL 0.5774%, Gap=GAP_DOWN -4.8499%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
ICG,2026-05-15T19:58:29.662481+00:00,2026-05-15T19:58:28.136644+00:00,QUICK_CROSSOVER,1.155,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BEAR_CROSSOVER_CONFIRMED,MEDIUM,PROTECT_CAPITAL,"ICG: L1=QUICK_CROSSOVER_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (MEDIUM); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; RSI weak; OBV distribution; CMF accumulation; EMA200 structure weak; high volatility risk; price sharply lower today. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-35.033%, slope=FALLING. Extended support: PPO=BEARISH, RSI=39.0606, ADX=15.6332 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=9.6332% HIGH, 52W=MID_RANGE, Session=EXTENDED_DOWN -8.3333%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
SPWR,2026-05-15T19:58:32.655528+00:00,2026-05-15T19:58:31.217092+00:00,QUICK_CROSSOVER,1.025,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,PRE_BEAR_CROSSOVER,MEDIUM,PROTECT_CAPITAL,"SPWR: L1=QUICK_CROSSOVER_REVIEW; L2=PRE_BEAR_CROSSOVER (MEDIUM); Capital_Action=PROTECT_CAPITAL. The 1D MACD structure is still bullish, but deterioration is visible through lower timeframe or supporting indicators. Support profile: PPO bullish; OBV distribution; CMF distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-29.5213%, slope=FALLING. Extended support: PPO=BULLISH, RSI=47.1576, ADX=16.7128 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=9.3788% HIGH, 52W=MID_RANGE, Session=NORMAL 1.4851%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
GCTS,2026-05-15T19:58:35.820382+00:00,2026-05-15T19:58:34.155025+00:00,QUICK_CROSSOVER,1.8365,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_SECURED,MEDIUM,HOLD_WITH_RISK_CONTROL,"GCTS: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV distribution; CMF distribution; EMA200 structure supportive; high volatility risk; price already extended upward today; opened with a bearish gap. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=27.5911%, slope=RISING. Extended support: PPO=BULLISH, RSI=67.6364, ADX=41.7699 BULLISH/STRONG, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=9.7087% HIGH, 52W=MID_RANGE, Session=EXTENDED_UP 27.5347%, Gap=GAP_DOWN -6.25%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
UMAC,2026-05-15T19:58:38.959314+00:00,2026-05-15T19:58:37.445516+00:00,QUICK_CROSSOVER,16.075,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_PULLBACK_RISK,MEDIUM,HOLD_WITH_RISK_CONTROL,"UMAC: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bullish; OBV distribution; CMF accumulation; EMA200 structure supportive; high volatility risk; price sharply lower today; opened with a bearish gap. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=24.3099%, slope=RISING. Extended support: PPO=BULLISH, RSI=55.8029, ADX=14.7067 BULLISH/WEAK, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=9.212% HIGH, 52W=MID_RANGE, Session=EXTENDED_DOWN -5.0502%, Gap=GAP_DOWN -8.9191%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
NNE,2026-05-15T19:58:41.893816+00:00,2026-05-15T19:58:40.428582+00:00,QUICK_CROSSOVER,24.865,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BEAR_CROSSOVER_CONFIRMED,MEDIUM,PROTECT_CAPITAL,"NNE: L1=QUICK_CROSSOVER_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (MEDIUM); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; OBV distribution; CMF accumulation; EMA200 structure weak; high volatility risk; price sharply lower today. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-13.3511%, slope=FALLING. Extended support: PPO=BEARISH, RSI=49.1647, ADX=23.4468 BULLISH/WEAK, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=9.6916% HIGH, 52W=MID_RANGE, Session=EXTENDED_DOWN -9.7131%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
RDW,2026-05-15T19:58:45.120834+00:00,2026-05-15T19:58:43.602198+00:00,QUICK_CROSSOVER,14.085,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_SECURED,MEDIUM,HOLD_WITH_RISK_CONTROL,"RDW: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=43.3898%, slope=RISING. Extended support: PPO=BULLISH, RSI=69.3994, ADX=28.9964 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=8.7097% HIGH, 52W=MID_RANGE, Session=NORMAL 0.6791%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
RKLB,2026-05-15T19:58:48.456035+00:00,2026-05-15T19:58:46.827468+00:00,QUICK_CROSSOVER,124.59,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_PULLBACK_RISK,MEDIUM,HOLD_WITH_RISK_CONTROL,"RKLB: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; price sharply lower today; opened with a bearish gap. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=89.2717%, slope=RISING. Extended support: PPO=BULLISH, RSI=70.6613, ADX=31.7871 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=7.1372% HIGH, 52W=MID_RANGE, Session=EXTENDED_DOWN -6.0053%, Gap=GAP_DOWN -3.4025%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
